Longitude,Latitude,Cluster
37.936086,-6.580848,73
37.936161,-6.580906,73
37.936177,-6.58095,73
37.936063,-6.582434,73
48.469869,-2.525246,-1
41.899355,12.472886,24
48.350994,-4.570185,-1
46.000044,0.322969,32
46.000127,0.324088,32
45.937363,0.643266,74
45.93838,0.644016,74
45.937022,0.644313,74
52.733667,15.390043,-1
47.764739,-1.974363,-1
45.652069,13.773247,75
48.089066,13.561946,76
52.198269,16.013238,-1
53.106586,0.237136,77
38.766214,-9.147384,18
50.218792,10.742686,78
51.210533,-2.643323,39
51.210425,-2.643689,39
53.130635,-1.422171,79
51.533247,0.713044,36
51.533041,0.718197,36
51.532186,0.716855,36
51.532288,0.715225,36
52.18722,9.610955,-1
55.959849,-4.767841,80
38.706602,-9.13497,18
51.531855,0.724977,36
51.532788,0.722113,36
51.532438,0.723002,36
51.532752,0.722088,36
51.532886,0.72018,36
50.453159,19.552102,-1
53.145811,-1.41494,79
51.50758,-0.127887,11
47.558172,7.58818,-1
53.959645,-1.080286,33
41.325092,-3.879023,-1
52.508953,13.372335,81
45.437983,12.335836,3
45.073694,7.699055,2
45.073391,7.697263,2
53.217152,6.572725,82
53.217147,6.572719,82
53.217125,6.572769,82
39.297594,23.125191,61
51.568813,0.457952,36
51.568869,0.458652,36
51.56873,0.45995,36
51.568827,0.460497,36
51.568794,0.461805,36
51.568827,0.463502,36
51.570386,0.459858,36
51.570386,0.459338,36
51.570358,0.459169,36
51.57028,0.458994,36
51.57018,0.458322,36
51.570144,0.457802,36
51.570041,0.456875,36
53.340786,-6.267406,21
50.263098,10.55446,78
38.707163,-9.136784,18
38.707615,-9.136848,18
51.657236,-0.454816,11
47.06173,-0.880137,-1
45.407102,11.876822,62
45.406988,11.876944,62
45.406886,11.876825,62
45.401444,11.867372,62
45.402061,11.867786,62
45.402252,11.867969,62
45.402777,11.868227,62
43.317754,11.328835,83
45.411775,11.87955,62
43.751133,11.741445,-1
51.117547,-0.189387,84
51.11653,-0.189506,84
51.116458,-0.188398,84
51.116358,-0.188206,84
51.11653,-0.187634,84
51.116441,-0.18517,84
51.11628,-0.185203,84
51.116505,-0.18497,84
51.116627,-0.185053,84
52.6613,-3.918181,-1
40.418719,-3.702262,85
56.339219,-2.794237,86
45.448826,11.799938,62
50.082191,14.423804,30
56.949211,24.10373,87
56.948822,24.108216,87
44.916133,-0.236806,-1
51.508308,-0.128252,11
47.495425,19.041563,40
47.5052,19.039738,40
51.110197,-0.140831,84
42.513693,-8.814811,88
53.247886,10.412871,89
43.942421,3.534786,-1
41.14378,0.819099,44
42.649445,18.043755,47
43.194711,-3.193373,-1
51.461733,-0.426878,11
52.180169,6.83245,-1
41.215527,0.731075,44
53.408687,-2.979612,90
53.405784,-2.997786,90
37.384079,-5.989919,1
37.383738,-5.991314,1
41.008467,28.979905,91
42.735389,12.739934,-1
45.443391,10.996874,-1
50.362483,-4.399559,92
50.832955,-4.554092,93
50.832727,-4.55397,93
50.832555,-4.553775,93
50.83248,-4.554225,93
50.832797,-4.553931,93
50.832552,-4.554259,93
50.8325,-4.553612,93
50.832677,-4.553998,93
50.833088,-4.553931,93
50.832947,-4.55392,93
50.83263,-4.553956,93
50.832852,-4.554103,93
50.832763,-4.554323,93
50.741388,-4.638612,93
50.741302,-4.636387,93
50.741686,-4.639398,93
50.741666,-4.639375,93
50.741619,-4.638748,93
50.741472,-4.638003,93
50.741044,-4.63517,93
50.741594,-4.639456,93
50.740833,-4.635278,93
50.741597,-4.639292,93
50.771844,-4.576964,93
50.771944,-4.578889,93
51.008288,-4.533431,93
50.7725,-4.579723,93
59.345018,18.040205,72
50.773041,-4.576667,93
50.775277,-4.573334,93
50.774666,-4.573895,93
50.772525,-4.57982,93
40.41544,-3.707456,85
40.585408,-4.138669,-1
40.587917,-4.137876,-1
40.58896,-4.147253,-1
50.847522,-4.554664,93
50.848852,-4.554962,93
50.847919,-4.554762,93
50.848888,-4.556389,93
50.848238,-4.554648,93
50.870155,-4.560117,93
50.870063,-4.56057,93
50.869952,-4.560728,93
50.870091,-4.560181,93
51.113797,17.033377,64
51.113797,17.033508,64
51.113666,17.033591,64
51.113666,17.033369,64
51.113761,17.03438,64
37.385187,-5.993031,1
48.498277,2.339233,94
51.464413,-0.651784,11
52.089561,0.122988,-1
48.497752,2.339344,94
43.31791,11.329361,83
43.317981,11.32906,83
50.353477,19.08764,67
43.98213,11.363875,-1
46.55878,8.59368,-1
47.516402,19.082105,40
49.296994,19.947227,95
49.296838,19.947227,95
49.296666,19.947038,95
49.296452,19.946822,95
49.29648,19.946813,95
49.296402,19.94668,95
47.364219,4.899387,-1
38.018636,12.498022,-1
52.401757,4.932614,27
56.255036,-3.206609,96
56.254672,-3.205067,96
56.254275,-3.205206,96
47.16871,9.479731,97
52.501572,13.282908,81
52.501169,13.283341,81
52.501177,13.282786,81
40.837919,14.253644,98
40.751827,14.480822,99
40.751394,14.484491,99
40.751647,14.491852,99
40.750958,14.492294,99
40.751633,14.494286,99
40.751944,14.494722,99
40.751361,14.494388,99
40.75095,14.495574,99
40.750833,14.495555,99
41.716969,2.932512,-1
40.749419,14.488705,99
40.749097,14.489077,99
40.748805,14.489027,99
40.748411,14.488852,99
40.748822,14.488422,99
40.74883,14.485355,99
40.748119,14.483652,99
40.748238,14.483391,99
40.851111,14.256944,98
40.847819,14.253358,98
40.846216,14.248152,98
53.637594,-2.813378,100
41.090555,14.328333,101
41.090555,14.328611,101
41.086219,14.328219,101
40.837777,14.249444,98
40.836388,14.249444,98
40.837222,14.248611,98
41.077305,14.322208,101
41.076416,14.321263,101
40.836388,14.251388,98
40.838611,14.248888,98
41.073102,14.326902,101
40.837777,14.245555,98
40.828611,14.247777,98
40.813055,14.201944,98
40.827777,14.248055,98
40.843888,14.256111,98
40.851077,14.256894,98
49.643234,19.604909,-1
52.509221,13.371573,81
48.783055,9.271111,17
48.208516,16.372225,6
48.209288,16.369585,6
51.081817,13.758616,59
43.712533,7.283753,35
43.694042,7.283248,35
43.70902,7.259441,35
49.306319,19.932705,95
49.298636,19.945388,95
49.298311,19.945763,95
48.229583,16.409094,6
49.30663,19.932794,95
49.306786,19.932755,95
45.797657,24.152122,102
45.798068,24.149354,102
39.864145,-0.068911,28
53.370211,0.236261,77
53.371772,0.239416,77
42.633475,11.664311,103
53.372041,0.239722,77
53.371563,0.237725,77
53.370319,0.236252,77
53.370177,0.235916,77
52.92448,-1.231964,104
52.933216,-1.227395,104
53.395416,-0.228264,77
37.778984,20.897991,-1
57.699905,-2.116084,105
57.699372,-2.11705,105
57.699427,-2.117084,105
57.698519,-2.123825,105
57.693969,-2.108925,105
46.508973,11.695225,63
55.688843,12.578251,106
43.730499,7.254066,35
43.730786,7.254474,35
43.698728,7.283023,35
38.895041,8.884291,-1
51.58822,0.608507,36
52.571911,-0.239639,107
52.571276,-0.237312,107
52.571785,-0.237321,107
48.847825,2.338541,0
55.240541,-6.511412,-1
41.383511,2.167338,56
51.605482,-1.748256,108
51.605474,-1.74825,108
51.605469,-1.748246,108
51.605468,-1.748245,108
51.605455,-1.748234,108
51.605417,-1.748203,108
51.604999,-1.745627,108
51.60798,-1.745657,108
51.608581,-1.747171,108
51.608593,-1.747181,108
51.608609,-1.747186,108
48.689069,6.180828,109
53.744694,-1.450017,10
47.376888,8.541694,-1
48.20311,4.142929,-1
50.492586,-3.77582,-1
42.841463,-2.678689,110
42.841479,-2.67884,110
42.842344,-2.676951,110
51.51348,-0.086481,11
51.507969,-0.1165,11
51.511005,-0.117531,11
38.699658,-9.468514,18
38.699852,-9.468217,18
38.728069,-9.475756,18
38.702183,-9.391973,18
56.664935,-4.968942,111
52.097423,4.477143,27
44.442711,26.097217,112
43.610016,1.39353,113
49.71091,0.204484,-1
43.393794,-6.802389,-1
45.645608,13.095563,-1
43.364096,-2.5024,-1
45.673083,13.851638,75
45.678688,13.845736,75
45.678863,13.843458,75
45.682399,13.854105,75
43.484391,-1.570894,-1
50.638333,5.575883,-1
46.273633,13.1917,-1
46.210291,13.527588,114
46.212083,13.529366,114
46.214172,13.539147,114
45.53883,13.967275,75
45.557375,13.955372,75
46.210975,13.565211,114
46.217744,13.553011,114
46.218844,13.551491,114
45.566872,13.859677,75
45.572405,13.857933,75
44.837418,-0.580483,-1
51.05415,13.735636,59
48.946315,7.774779,-1
47.611092,13.043206,-1
42.141593,2.542423,69
43.959652,19.386877,-1
45.923632,6.867935,-1
41.890234,12.49212,24
50.127786,8.659029,16
51.682369,-1.787456,108
51.356048,0.26247,11
41.191411,-1.781458,-1
51.682286,-1.78627,108
51.681994,-1.7869,108
49.874766,10.213927,50
51.358028,0.259315,11
51.682194,-1.786409,108
51.682327,-1.787503,108
51.682269,-1.787462,108
51.130035,12.804026,-1
53.638011,-2.813831,100
50.179014,6.849449,-1
46.062846,13.235317,-1
51.114575,17.043338,64
51.114708,17.041427,64
51.508234,-0.128155,11
51.358501,0.263521,11
48.997425,8.401713,115
49.00038,8.401711,115
47.200708,14.748191,116
36.552266,29.422609,-1
47.563821,7.600146,-1
44.107394,9.72555,-1
51.358212,0.264476,11
54.985355,-3.169581,117
54.985438,-3.169689,117
54.985477,-3.169706,117
54.985269,-3.169909,117
43.605644,1.333529,113
54.985255,-3.169839,117
54.985258,-3.17012,117
43.575657,1.315011,113
54.985269,-3.170356,117
54.985188,-3.170167,117
54.9854,-3.169806,117
54.985494,-3.169681,117
54.985444,-3.169803,117
54.9846,-3.173717,117
54.985427,-3.169587,117
54.985761,-3.169764,117
54.985125,-3.169698,117
38.032414,14.016056,-1
50.049797,8.564122,16
53.311916,-0.062141,77
49.227617,20.020544,95
41.30631,-4.914729,-1
51.982699,6.235985,-1
51.50744,-0.12764,11
50.137213,-5.691506,-1
43.317824,11.328792,83
53.962544,-1.081953,33
45.485491,12.415386,3
53.251449,10.41314,89
51.499111,-0.154862,11
51.49925,-0.152223,11
45.438205,12.342216,3
40.632844,-4.002982,-1
51.50736,-0.127801,11
51.207222,3.2275,-1
56.139722,25.531944,118
56.139722,25.532777,118
56.139722,25.5325,118
56.141111,25.531111,118
56.091388,25.566944,118
56.14,25.5325,118
56.139637,25.534994,118
45.931202,1.035811,-1
53.287204,-0.546591,5
43.216119,5.538016,-1
48.855777,2.362933,0
53.713005,-1.913581,10
53.71238,-1.913612,10
53.711191,-1.91322,10
53.710755,-1.900898,10
53.706161,-1.882795,10
39.149563,23.844538,-1
41.386589,2.175282,56
46.100791,24.481581,-1
51.507607,-0.127683,11
42.63333,11.670666,103
45.496796,7.365067,-1
51.50754,-0.128016,11
48.209633,11.618641,119
52.374555,4.900152,27
53.781827,-2.276231,10
53.773827,-2.256037,10
53.745416,-2.181064,10
53.732413,-2.136617,10
53.726941,-2.121445,10
53.72368,-2.112637,10
53.718725,-2.102014,10
53.713886,-2.097864,10
55.69164,13.244243,-1
53.7137,-2.097017,10
57.595908,9.975391,120
53.718413,-2.070784,10
53.728822,-2.052248,10
53.741405,-2.015001,10
53.74115,-2.013903,10
53.739269,-2.008373,10
47.764869,-1.974062,-1
40.410908,-3.689262,85
43.441168,13.609174,-1
56.777989,-3.720138,-1
59.450561,13.458809,-1
43.828036,5.275488,121
59.116663,18.077048,72
50.80308,16.257313,122
51.682311,-1.787562,108
51.681952,-1.78752,108
51.682163,-1.787392,108
51.682238,-1.787431,108
53.179707,-2.612986,-1
51.682313,-1.787373,108
36.080377,14.243152,22
45.159935,10.796599,-1
52.50461,13.273855,81
59.445299,24.74908,-1
53.752952,-2.362231,10
53.752972,-2.362395,10
53.752972,-2.362314,10
58.697144,11.254266,123
57.171538,12.595222,-1
57.052441,12.498472,-1
56.675747,12.858672,-1
56.651352,13.072258,-1
56.063688,12.678363,106
45.160313,10.79794,-1
46.981236,7.029602,-1
53.82123,-2.413153,10
58.392719,-3.568856,124
58.392763,-3.568723,124
58.392763,-3.568381,124
58.392744,-3.56802,124
58.392722,-3.568395,124
58.392794,-3.568867,124
58.392894,-3.568948,124
58.393097,-3.569531,124
58.393044,-3.570345,124
58.392827,-3.570128,124
58.39283,-3.569712,124
58.393072,-3.569945,124
48.27531,10.229258,-1
41.58295,19.458033,125
41.582794,19.458483,125
41.317422,19.820375,126
41.326727,19.819661,126
41.324902,19.818933,126
41.324561,19.817813,126
41.582036,19.457302,125
41.584136,19.450702,125
37.921136,-2.990056,20
41.582844,19.460055,125
41.582675,19.461113,125
41.582947,19.459483,125
41.583316,19.458305,125
41.351563,19.860655,126
41.326063,19.816977,126
41.31333,19.816544,126
37.920997,-2.990053,20
41.323638,19.817769,126
37.920958,-2.990053,20
46.535386,11.6926,63
46.517916,11.682749,63
46.554061,11.658777,63
46.552558,11.6471,63
46.555569,11.662725,63
46.538666,11.668519,63
46.505602,11.707072,63
46.533888,11.638055,63
46.554194,11.658516,63
46.498055,11.356944,63
46.554158,11.658847,63
46.529175,11.600175,63
46.554444,11.658888,63
46.556944,11.656111,63
50.285466,19.14581,67
50.328696,19.124117,67
50.326039,19.133386,67
50.327285,19.129041,67
53.00091,-0.402653,-1
53.348513,-6.251287,21
48.862022,2.288694,0
41.382094,2.050983,56
53.758688,-2.356964,10
53.758497,-2.356631,10
50.081819,14.41035,30
53.757586,-2.354614,10
53.756213,-2.357787,10
53.755855,-2.358839,10
53.755097,-2.361028,10
53.755322,-2.363473,10
53.755602,-2.363889,10
53.754544,-2.367814,10
53.7536,-2.367637,10
53.753597,-2.36797,10
53.75313,-2.365595,10
53.753286,-2.36675,10
53.752888,-2.364234,10
42.716537,12.111246,127
39.864194,-0.068943,28
42.716978,12.112963,127
42.205255,2.532011,69
55.41996,-1.715519,-1
42.718334,12.108768,127
47.252334,16.937077,-1
43.767636,11.263247,13
50.363352,-4.166889,92
50.311791,-4.052287,92
41.903888,12.457777,24
41.903888,12.457222,24
54.375594,-6.360714,-1
48.397133,16.210455,128
53.866269,10.678811,129
53.728844,10.645341,129
53.362675,10.206413,89
53.360638,10.196463,89
53.246986,10.185877,89
53.131122,8.894716,130
53.07618,8.80743,130
53.075663,8.807308,130
53.075363,8.807702,130
53.07218,8.818605,130
52.691463,5.284991,43
52.521691,5.43853,-1
52.356175,4.969038,27
51.641486,3.71328,131
51.440586,3.578783,131
54.470847,-1.697042,-1
45.600833,9.580555,132
54.906763,8.832625,-1
56.038772,12.621225,106
56.026294,12.488911,106
55.968791,12.543188,106
55.809772,12.577291,106
55.723397,12.578033,106
55.684616,12.590558,106
55.674072,12.60125,106
55.382677,11.540822,-1
56.455441,10.041341,-1
56.590644,9.641061,-1
57.04378,9.93353,-1
56.958663,8.367366,-1
51.24577,0.633387,133
51.248563,0.62916,133
59.35073,8.231605,134
58.974911,5.753088,135
58.972641,5.735705,135
58.114802,7.03513,136
57.982936,7.046244,136
58.049697,7.174727,136
46.50143,11.743354,63
59.308016,11.079397,137
59.283405,11.111313,137
59.284041,11.114122,137
59.273541,11.136247,137
40.947888,-4.118287,138
40.947888,-4.118284,138
40.947852,-4.118381,138
50.453238,30.516019,4
51.114261,17.046263,64
51.114222,17.046044,64
51.114238,17.045263,64
50.910799,7.02095,37
58.482997,-3.551845,124
58.483097,-3.551837,124
40.950166,-4.124148,138
43.696697,7.297486,35
46.50016,11.747775,63
51.541138,-0.157034,11
48.281636,24.563519,-1
50.820186,-0.144345,-1
48.884713,2.338952,0
50.713425,9.219363,-1
51.770316,10.726933,-1
51.225713,12.44783,-1
46.520071,6.636096,-1
47.559663,13.726183,-1
48.252627,15.326022,192
53.343236,-6.270489,21
51.518719,-0.126286,11
38.719522,-9.479103,18
46.889164,7.522448,-1
50.247701,-3.85899,92
50.245361,-3.860471,92
45.224122,11.633411,-1
48.865561,2.779304,8
45.555109,8.074575,-1
45.555838,8.074243,-1
45.55387,8.075273,-1
55.93173,14.319483,-1
38.207293,13.328036,-1
52.168197,11.642127,-1
54.017843,11.436059,-1
43.703502,7.312897,35
51.22572,6.776161,46
54.259133,-2.832702,139
37.17562,-7.794306,-1
47.89768,1.907602,-1
53.792008,-1.756742,10
37.288569,13.600548,-1
50.087113,14.407689,30
45.821911,0.820238,140
52.361226,4.886459,27
42.115467,-8.812708,141
37.689722,-6.561389,142
37.688611,-6.560278,142
38.628386,0.023858,143
40.657994,-4.695837,-1
44.390954,8.979241,-1
39.864425,-0.0692,28
40.667476,16.610845,45
49.995559,8.268153,-1
49.997269,8.27384,-1
37.490922,-2.776276,-1
49.078782,14.530309,-1
48.866542,2.312428,0
54.279217,-1.913685,-1
48.579897,7.743741,144
48.583335,7.752174,144
49.990122,16.064532,-1
53.231686,-0.539295,5
53.232611,-0.538509,5
48.174277,16.378191,6
48.161111,16.383755,6
48.167525,16.381183,6
53.227672,-0.543606,5
53.227661,-0.543573,5
47.503127,19.061032,40
54.33613,-6.43387,-1
53.227669,-0.543575,5
53.228338,-0.543037,5
53.227469,-0.5437,5
53.228861,-0.547575,5
53.228936,-0.54497,5
53.228336,-0.54305,5
53.22748,-0.543984,5
53.230222,-0.548828,5
37.582668,12.825057,-1
53.792767,-3.057256,-1
53.228494,-0.539928,5
47.493472,11.088969,-1
48.872058,2.331418,0
47.380066,10.890127,9
50.851419,5.686409,-1
48.142465,17.101206,-1
53.232086,-0.538556,5
53.232105,-0.538462,5
53.23225,-0.538428,5
53.23233,-0.538445,5
53.232547,-0.5385,5
53.233047,-0.538473,5
53.233133,-0.538498,5
53.233369,-0.53855,5
53.233697,-0.538789,5
53.233713,-0.538814,5
53.233916,-0.53882,5
53.233538,-0.538814,5
53.234105,-0.538759,5
53.23173,-0.539203,5
53.231875,-0.539067,5
51.540208,0.71093,36
51.540155,0.711594,36
51.540008,0.712022,36
46.461452,12.193708,-1
51.888055,0.893888,-1
52.919162,-1.478433,-1
41.464501,12.89649,-1
52.441504,13.41057,81
48.710267,9.418072,17
55.696983,12.577667,106
42.633641,11.668097,103
43.559581,-6.674065,-1
45.88879,11.044821,145
45.855153,10.979697,145
51.539448,0.079286,11
51.539058,0.081034,11
51.539118,0.079908,11
49.172591,-2.118889,-1
51.438684,5.949236,-1
56.14877,9.555412,174
53.234402,-0.537873,5
53.235455,-0.541231,5
53.013461,-3.277037,19
53.013466,-3.277134,19
53.234461,-0.540498,5
39.184522,23.445094,-1
53.234422,-0.540937,5
53.234397,-0.540909,5
53.234513,-0.540753,5
53.234455,-0.539831,5
53.23435,-0.541889,5
53.234138,-0.540695,5
53.2342,-0.541248,5
53.23435,-0.541534,5
53.234247,-0.54177,5
37.921451,-2.993624,20
37.92228,-2.991993,20
37.920969,-2.99287,20
53.235738,-0.541356,5
53.235822,-0.541806,5
53.234291,-0.537556,5
53.234438,-0.538337,5
53.234141,-0.537453,5
53.23448,-0.539403,5
53.234516,-0.539034,5
53.23443,-0.539303,5
53.234497,-0.539064,5
53.235061,-0.535125,5
53.234136,-0.534873,5
53.235047,-0.538542,5
53.234283,-0.537903,5
53.234252,-0.534364,5
55.861224,-4.253243,57
45.916362,9.387581,146
43.344187,3.216784,-1
58.957876,-3.301252,-1
40.406966,-3.693298,85
40.783546,17.240028,-1
55.943804,-3.33568,147
41.913977,12.492058,24
50.15333,9.166095,-1
41.650276,-4.725451,148
41.382419,2.182556,56
41.396941,2.159836,56
55.487572,8.411191,68
43.249375,-2.155026,-1
